Subject,Predicate,Object,Evidence
a(CHEBI:16586 ! "6-aminohexanoic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),6-aminohexanoic acid inhibits SARS-CoV-2.
a(CHEBI:40050 ! amprenavir),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Amprenavir inhibits SARS-CoV-2.
a(CHEBI:63613 ! nevirapine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Nevirapine inhibits SARS-CoV-2.
a(CHEBI:55346 ! anidulafungin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Anidulafungin inhibits SARS-CoV-2.
a(CHEBI:474180 ! caspofungin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Caspofungin inhibits SARS-CoV-2.
a(CHEBI:600520 ! micafungin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Micafungin inhibits SARS-CoV-2.
a(CHEBI:45267 ! praziquantel),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Praziquantel inhibits SARS-CoV-2.
a(CHEBI:8435 ! prochlorperazine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Prochlorperazine inhibits SARS-CoV-2.
a(CHEBI:44302 ! "N-cyclohexyl-2-aminoethanesulfonic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),N-cyclohexyl-2-aminoethanesulfonic acid inhibits SARS-CoV-2.
a(CHEBI:4708 ! doxazosin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Doxazosin inhibits SARS-CoV-2.
a(CHEBI:24041 ! "flavin mononucleotide"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Flavin mononucleotide inhibits SARS-CoV-2.
a(CHEBI:113451 ! "sodium ascorbate"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Sodium ascorbate inhibits SARS-CoV-2.
a(CHEBI:26948 ! thiamine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Thiamine inhibits SARS-CoV-2.
a(CHEBI:31689 ! Iguratimod),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Iguratimod inhibits SARS-CoV-2.
a(CHEBI:8499 ! propranolol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Propranolol inhibits SARS-CoV-2.
a(CHEBI:82702 ! vorapaxar),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Vorapaxar inhibits SARS-CoV-2.
a(CHEBI:48669 ! "tranexamic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Tranexamic acid inhibits SARS-CoV-2.
a(CHEBI:87183 ! "STAT3 inhibitor"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),STAT3 inhibitor inhibits SARS-CoV-2.
a(TEXT:Ravulizumab),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ravulizumab inhibits SARS-CoV-2.
a(CHEBI:84500 ! varenicline),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Varenicline inhibits SARS-CoV-2.
a(CHEBI:18211 ! citrulline),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Citrulline inhibits SARS-CoV-2.
a(CHEBI:33341 ! "titanium atom"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Titanium atom inhibits SARS-CoV-2.
a(CHEBI:5417 ! glucosamine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Glucosamine inhibits SARS-CoV-2.
a(CHEBI:5417 ! glucosamine),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Glucosamine inhibits Rift Valley fever virus.
a(CHEBI:5417 ! glucosamine),decreases,bp(MESH:D006505 ! Hepatitis),Glucosamine inhibits Murine hepatitis virus.
a(CHEBI:24757 ! "hypochlorous acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Hypochlorous acid inhibits SARS-CoV-2.
a(CHEBI:28364 ! "all-cis-5,8,11,14,17-icosapentaenoic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),All-cis-5,8,11,14,17-icosapentaenoic acid inhibits SARS-CoV-2.
a(CHEBI:17632 ! nitrate),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Nitrate inhibits SARS-CoV-2.
a(CHEBI:48390 ! cinacalcet),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Cinacalcet inhibits SARS-CoV-2.
a(CHEBI:75955 ! "copper(II) oxide"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Copper(II) oxide inhibits SARS-CoV-2.
a(CHEBI:7852 ! oxycodone),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Oxycodone inhibits SARS-CoV-2.
a(CHEBI:64356 ! pregabalin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Pregabalin inhibits SARS-CoV-2.
a(CHEBI:9648 ! tramadol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Tramadol inhibits SARS-CoV-2.
a(CHEBI:71940 ! tadalafil),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Tadalafil inhibits SARS-CoV-2.
a(CHEBI:7575 ! nimodipine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Nimodipine inhibits SARS Virus.
a(CHEBI:7575 ! nimodipine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Nimodipine inhibits SARS-CoV-2.
a(CHEBI:16234 ! hydroxide),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Hydroxide inhibits SARS-CoV-2.
a(CHEBI:15553 ! "prostaglandin F2alpha"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Prostaglandin F2alpha inhibits SARS-CoV-2.
a(CHEBI:66910 ! axitinib),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Axitinib inhibits SARS-CoV-2.
a(CHEBI:71219 ! pazopanib),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Pazopanib inhibits SARS-CoV-2.
a(CHEBI:38940 ! sunitinib),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Sunitinib inhibits SARS-CoV-2.
a(CHEBI:87715 ! prasugrel),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Prasugrel inhibits SARS-CoV-2.
a(CHEBI:3478 ! cefaclor),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Cefaclor inhibits SARS-CoV-2.
a(CHEBI:50275 ! esomeprazole),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Esomeprazole inhibits SARS-CoV-2.
a(CHEBI:5106 ! flunisolide),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Flunisolide inhibits SARS-CoV-2.
a(CHEBI:5106 ! flunisolide),decreases,bp(MESH:D013577 ! Syndrome),Flunisolide inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:80630 ! irinotecan),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Irinotecan inhibits SARS-CoV-2.
a(CHEBI:8768 ! rabeprazole),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Rabeprazole inhibits SARS-CoV-2.
a(CHEBI:45951 ! trifluoperazine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Trifluoperazine inhibits SARS-CoV-2.
a(CHEBI:53248 ! "poly(vinylpyrrolidone)"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Poly(vinylpyrrolidone) inhibits SARS-CoV-2.
a(CHEBI:4775 ! "ellagic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ellagic acid inhibits SARS-CoV-2.
a(CHEBI:64153 ! tanespimycin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Tanespimycin inhibits SARS-CoV-2.
a(CHEBI:7494 ! nefazodone),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Nefazodone inhibits SARS-CoV-2.
a(CHEBI:64355 ! posaconazole),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Posaconazole inhibits SARS-CoV-2.
a(CHEBI:3181 ! bromocriptine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Bromocriptine inhibits SARS-CoV-2.
a(CHEBI:15555 ! "prostaglandin D2"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Prostaglandin D2 inhibits SARS-CoV-2.
a(CHEBI:47898 ! "4'-epidoxorubicin"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),4'-epidoxorubicin inhibits SARS-CoV-2.
a(CHEBI:90960 ! tiotropium),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Tiotropium inhibits SARS-CoV-2.
a(CHEBI:59030 ! oleandrin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Oleandrin inhibits SARS-CoV-2.
a(CHEBI:29309 ! methyl),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Bardoxolone methyl inhibits SARS-CoV-2.
a(CHEBI:47807 ! sulforaphane),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Sulforaphane inhibits SARS-CoV-2.
a(CHEBI:140621 ! cisatracurium),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Cisatracurium inhibits SARS-CoV-2.
a(CHEBI:51450 ! bosentan),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Bosentan inhibits SARS-CoV-2.
a(TEXT:Fasudil),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Fasudil inhibits SARS-CoV-2.
bp(GO:"GO:0032088" ! "negative regulation of NF-kappaB transcription factor activity"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),NF-kappaB inhibitor inhibits SARS-CoV-2.
a(CHEBI:114785 ! erlotinib),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Erlotinib inhibits SARS-CoV-2.
a(CHEBI:8426 ! probenecid),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Probenecid inhibits SARS-CoV-2.
a(CHEBI:45716 ! vorinostat),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Vorinostat inhibits SARS-CoV-2.
a(CHEBI:68590 ! fidaxomicin),decreases,a(TEXT:"Zika Virus"),Fidaxomicin inhibits Zika Virus.
a(CHEBI:31236 ! aripiprazole),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Aripiprazole inhibits SARS-CoV-2.
a(CHEBI:135949 ! ambrisentan),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ambrisentan inhibits SARS-CoV-2.
a(CHEBI:31705 ! iodixanol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Iodixanol inhibits SARS-CoV-2.
a(CHEBI:36009 ! "omega-6 fatty acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Omega-6 fatty acid inhibits SARS-CoV-2.
a(CHEBI:25567 ! "nitrous acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Nitrous acid inhibits SARS-CoV-2.
a(CHEBI:78420 ! icariin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Icariin inhibits SARS-CoV-2.
a(CHEBI:31186 ! alfacalcidol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Alfacalcidol inhibits SARS-CoV-2.
a(CHEBI:75998 ! trametinib),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Trametinib inhibits SARS-CoV-2.
a(CHEBI:3095 ! biguanide),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Biguanide inhibits SARS-CoV-2.
a(CHEBI:4562 ! dihydroergotamine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Dihydroergotamine inhibits SARS-CoV-2.
a(CHEBI:43755 ! lisinopril),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Lisinopril inhibits SARS-CoV-2.
a(CHEBI:40968 ! astaxanthin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Astaxanthin inhibits SARS-CoV-2.
a(CHEBI:134936 ! pemirolast),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Pemirolast inhibits SARS-CoV-2.
a(CHEBI:17883 ! "hydrogen chloride"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Hydrogen chloride inhibits SARS-CoV-2.
a(CHEBI:27407 ! kinetin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Kinetin inhibits SARS-CoV-2.
a(CHEBI:65310 ! triciribine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Triciribine inhibits SARS-CoV-2.
a(CHEBI:18012 ! "fumaric acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Fumaric acid inhibits SARS-CoV-2.
a(CHEBI:25140 ! maltodextrin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Maltodextrin inhibits SARS-CoV-2.
a(CHEBI:15727 ! carnosine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Carnosine inhibits SARS-CoV-2.
a(CHEBI:53486 ! "all-cis-icosa-8,11,14-trienoic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),All-cis-icosa-8,11,14-trienoic acid inhibits SARS-CoV-2.
a(CHEBI:28661 ! "gamma-linolenic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Gamma-linolenic acid inhibits SARS-CoV-2.
a(CHEBI:6104 ! kanamycin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Kanamycin inhibits SARS-CoV-2.
a(CHEBI:75988 ! teniposide),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Teniposide inhibits SARS-CoV-2.
a(CHEBI:9332 ! sulfamethoxazole),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Sulfamethoxazole inhibits SARS-CoV-2.
a(CHEBI:45924 ! trimethoprim),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Trimethoprim inhibits SARS-CoV-2.
a(CHEBI:3770 ! co-trimoxazole),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Co-trimoxazole inhibits SARS-CoV-2.
a(CHEBI:474053 ! cefazolin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Cefazolin inhibits SARS-CoV-2.
a(CHEBI:6970 ! mometasone),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Mometasone inhibits SARS-CoV-2.
a(CHEBI:42797 ! gabapentin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Gabapentin inhibits SARS-CoV-2.
a(CHEBI:9453 ! Terfenadine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Terfenadine inhibits SARS-CoV-2.
a(CHEBI:4672 ! "docetaxel anhydrous"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Docetaxel anhydrous inhibits SARS-CoV-2.
a(CHEBI:5441 ! glyburide),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Glyburide inhibits SARS-CoV-2.
a(CHEBI:28315 ! alloxanthine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Alloxanthine inhibits SARS-CoV-2.
a(CHEBI:2666 ! amitriptyline),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Amitriptyline inhibits SARS-CoV-2.
a(CHEBI:50269 ! "EC 1.1.1.1 (alcohol dehydrogenase) inhibitor"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),EC 1.1.1.1 (alcohol dehydrogenase) inhibitor inhibits SARS-CoV-2.
a(CHEBI:41308 ! benzophenone),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Benzophenone inhibits SARS Virus.
a(TEXT:PTC299),decreases,bp(MESH:C000656484 ! SARS-CoV-2),PTC299 inhibits SARS-CoV-2.
a(CHEBI:90227 ! selumetinib),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Selumetinib inhibits SARS-CoV-2.
a(CHEBI:3215 ! bupivacaine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Bupivacaine inhibits SARS Virus.
a(CHEBI:9468 ! tetracaine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Tetracaine inhibits SARS Virus.
a(CHEBI:74768 ! "aluminium sulfate (anhydrous)"),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Aluminium sulfate (anhydrous) inhibits Rift Valley fever virus.
a(CHEBI:32036 ! "potassium sulfate"),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Potassium sulfate inhibits Rift Valley fever virus.
a(CHEBI:28201 ! rotenone),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Rotenone inhibits SARS Virus.
a(CHEBI:17368 ! hypoxanthine),decreases,bp(MESH:D013577 ! Syndrome),Hypoxanthine inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:31905 ! nicorandil),decreases,bp(MESH:D013577 ! Syndrome),Nicorandil inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:4792 ! enflurane),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Enflurane inhibits SARS Virus.
a(CHEBI:51403 ! "1,4-phenylenediamine"),decreases,bp(MESH:D013577 ! Syndrome),1,4-phenylenediamine inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:41922 ! diethylstilbestrol),decreases,bp(MESH:D013577 ! Syndrome),Diethylstilbestrol inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:5062 ! finasteride),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Finasteride inhibits SARS Virus.
a(TEXT:PUL-042),decreases,bp(MESH:C000656484 ! SARS-CoV-2),PUL-042 inhibits SARS-CoV-2.
p(HGNC:2434 ! CSF2),decreases,bp(MESH:C000656484 ! SARS-CoV-2),CSF2 inhibits SARS-CoV-2.
a(CHEBI:73286 ! "3-iodobenzyl-5'-N-methylcarboxamidoadenosine"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),3-iodobenzyl-5'-N-methylcarboxamidoadenosine inhibits SARS-CoV-2.
a(CHEBI:4356 ! "desferrioxamine B"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Desferrioxamine B inhibits SARS-CoV-2.
a(CHEBI:68610 ! linagliptin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Linagliptin inhibits SARS-CoV-2.
a(CHEBI:5138 ! fluvoxamine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Fluvoxamine inhibits SARS-CoV-2.
a(CHEBI:8665 ! Pyridostigmine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Pyridostigmine inhibits SARS-CoV-2.
p(UP:P96471 ! P96471),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Streptokinase inhibits SARS-CoV-2.
a(CHEBI:48947 ! "clavulanic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Clavulanic acid inhibits SARS-CoV-2.
a(CHEBI:7465 ! naltrexone),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Naltrexone inhibits SARS-CoV-2.
a(CHEBI:62801 ! ethyl),decreases,bp(MESH:C000656484 ! SARS-CoV-2),8-chloro-2-phenyl-3-[(1S)-1-(7H-purin-6-ylamino)ethyl]-1-isoquinolinone inhibits SARS-CoV-2.
a(TEXT:Met-enkephalin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),MET-enkephalin inhibits SARS-CoV-2.
a(CHEBI:3918 ! crocetin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Crocetin inhibits SARS-CoV-2.
p(HGNC:6023 ! IL7),decreases,bp(MESH:C000656484 ! SARS-CoV-2),IL7 inhibits SARS-CoV-2.
a(CHEBI:90205 ! plitidepsin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Plitidepsin inhibits SARS-CoV-2.
p(HGNC:8941 ! SERPINA1),decreases,bp(MESH:C000656484 ! SARS-CoV-2),SERPINA1 inhibits SARS-CoV-2.
a(TEXT:Oxytocin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Oxytocin inhibits SARS-CoV-2.
a(CHEBI:45285 ! pyrazinecarboxamide),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Pyrazinecarboxamide inhibits SARS-CoV-2.
a(TEXT:Trastuzumab),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Trastuzumab inhibits SARS-CoV-2.
a(CHEBI:135961 ! degarelix),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Degarelix inhibits SARS-CoV-2.
a(CHEBI:18257 ! ornithine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ornithine inhibits SARS-CoV-2.
a(TEXT:Angiotensin-2),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Angiotensin II inhibits SARS-CoV-2.
a(CHEBI:63916 ! iloprost),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Iloprost inhibits SARS-CoV-2.
a(CHEBI:31684 ! Ibudilast),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ibudilast inhibits SARS-CoV-2.
a(CHEBI:92511 ! ketotifen),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ketotifen inhibits SARS-CoV-2.
a(CHEBI:48981 ! quinolin-8-ol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Quinolin-8-ol inhibits SARS-CoV-2.
a(CHEBI:4631 ! diosmin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Diosmin inhibits SARS-CoV-2.
a(TEXT:Bromelains),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Bromelains inhibits SARS-CoV-2.
a(CHEBI:50131 ! "5-aza-2'-deoxycytidine"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),5-aza-2'-deoxycytidine inhibits SARS-CoV-2.
a(CHEBI:31312 ! Bucillamine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Bucillamine inhibits SARS-CoV-2.
a(TEXT:"Furin inhibitor"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Furin inhibitor inhibits SARS-CoV-2.
a(TEXT:"Furin inhibitor"),decreases,bp(MESH:D013577 ! Syndrome),Furin inhibitor inhibits Middle East Respiratory Syndrome Coronavirus.
a(TEXT:"Furin inhibitor"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Furin inhibitor inhibits SARS Virus.
a(TEXT:Rituximab),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Rituximab inhibits SARS-CoV-2.
a(CHEBI:17376 ! cystine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Cystine inhibits SARS-CoV-2.
a(CHEBI:16284 ! dATP),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),DATP inhibits SARS Virus.
a(CHEBI:48213 ! amylmetacresol),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Amylmetacresol inhibits SARS Virus.
a(CHEBI:34393 ! "4-chloro-3,5-dimethylphenol"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),4-chloro-3,5-dimethylphenol inhibits SARS Virus.
a(CHEBI:30411 ! cobalamin),decreases,a(TEXT:"Zika Virus"),Cobalamin inhibits Zika Virus.
a(CHEBI:31524 ! droxidopa),decreases,a(TEXT:"Zika Virus"),Droxidopa inhibits Zika Virus.
a(CHEBI:31524 ! droxidopa),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Droxidopa inhibits SARS-CoV-2.
a(CHEBI:681850 ! conivaptan),decreases,a(TEXT:"Zika Virus"),Conivaptan inhibits Zika Virus.
a(CHEBI:681850 ! conivaptan),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Conivaptan inhibits SARS-CoV-2.
a(CHEBI:241349 ! "dimyristoyl phosphatidylcholine"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Dimyristoyl phosphatidylcholine inhibits SARS Virus.
a(CHEBI:132967 ! elbasvir),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Elbasvir inhibits SARS-CoV-2.
a(CHEBI:135731 ! glisoxepide),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Glisoxepide inhibits SARS-CoV-2.
a(CHEBI:132975 ! grazoprevir),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Grazoprevir inhibits SARS-CoV-2.
a(TEXT:ATN-161),decreases,bp(MESH:C000656484 ! SARS-CoV-2),ATN-161 inhibits SARS-CoV-2.
a(CHEBI:82719 ! orciprenaline),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Orciprenaline inhibits SARS-CoV-2.
a(CHEBI:59213 ! cefpiramide),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Cefpiramide inhibits SARS-CoV-2.
a(CHEBI:135964 ! clevudine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Clevudine inhibits SARS-CoV-2.
a(CHEBI:90926 ! "tenofovir alafenamide"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Tenofovir alafenamide inhibits SARS-CoV-2.
a(CHEBI:90926 ! "tenofovir alafenamide"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Tenofovir alafenamide inhibits SARS Virus.
a(TEXT:Merimepodib),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Merimepodib inhibits SARS-CoV-2.
a(TEXT:Merimepodib),decreases,a(TEXT:"Zika Virus"),Merimepodib inhibits Zika Virus.
a(CHEBI:35854 ! valacyclovir),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Valacyclovir inhibits SARS-CoV-2.
a(CHEBI:35854 ! valacyclovir),decreases,bp(MESH:D013577 ! Syndrome),Valacyclovir inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:62968 ! "crystalline cellulose"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Crystalline cellulose inhibits SARS-CoV-2.
a(CHEBI:62968 ! "crystalline cellulose"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Crystalline cellulose inhibits SARS Virus.
a(CHEBI:135515 ! bendamustine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Bendamustine inhibits SARS-CoV-2.
a(PUBCHEM:439218 ! 439218),increases,bp(MESH:C000656484 ! SARS-CoV-2),Hydroxymethylglutaryl-CoA Reductase Inhibitors inhibits SARS-CoV-2.
a(PUBCHEM:439218 ! 439218),increases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Hydroxymethylglutaryl-CoA Reductase Inhibitors inhibits SARS Virus.
a(CHEBI:43602 ! "obeticholic acid"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Obeticholic acid inhibits SARS Virus.
a(CHEBI:43602 ! "obeticholic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Obeticholic acid inhibits SARS-CoV-2.
a(CHEBI:58128 ! "N(5)-ethyl-L-glutamine zwitterion"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),N(5)-ethyl-L-glutamine zwitterion inhibits SARS-CoV-2.
a(CHEBI:2668 ! amlodipine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Amlodipine inhibits SARS-CoV-2.
a(CHEBI:2668 ! amlodipine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Amlodipine inhibits SARS Virus.
a(CHEBI:9738 ! trimipramine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Trimipramine inhibits SARS-CoV-2.
a(CHEBI:585948 ! felodipine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Felodipine inhibits SARS Virus.
a(CHEBI:37168 ! iota-carrageenan),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Iota-carrageenan inhibits SARS-CoV-2.
a(CHEBI:135951 ! pyronaridine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Pyronaridine inhibits SARS-CoV-2.
a(CHEBI:135905 ! terlipressin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Terlipressin inhibits SARS-CoV-2.
a(CHEBI:35668 ! 6-azauridine),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),6-azauridine inhibits Rift Valley fever virus.
a(CHEBI:35668 ! 6-azauridine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),6-azauridine inhibits SARS Virus.
a(TEXT:Gamma-Globulins),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Gamma-Globulins inhibits SARS Virus.
